,event_starttime,event_endtime,fl_goescls,hpc_coord,hpc_bbox,hrc_coord,hrc_bbox,hgc_coord,hgc_bbox,event_coordsys,hgs_coord,hgs_bbox,event_peaktime,active,ar_noaaclass,ar_noaanum,boundbox_c1ur,boundbox_c2ur,boundbox_c1ll,boundbox_c2ll,hpc_y,hpc_x,hgs_y,hgs_x,hpc_radius,event_c2error
224,2016-02-18 16:07:00,2016-02-18 17:21:00,C1.1,POINT(940.31916 239.008422),"POLYGON((17.01154 134.78607,17.01154 134.78607,17.01154 134.78607,17.01154 134.78607,17.01154 134.78607))",POINT(0.999876768735939 284.261320302704),"POLYGON((0.140008 352.806653,0.140008 352.806653,0.140008 352.806653,0.140008 352.806653,0.140008 352.806653))",POINT(80.44202 14),"POLYGON((-5.55798 1,-5.55798 1,-5.55798 1,-5.55798 1,-5.55798 1))",UTC-HGS-TOPO,POINT(87 14),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-18 16:44:00,true,,2497,88.0,15.0,86.0,13.0,239.008422,940.31916,14,87,970.219123935431298,0
225,2016-02-18 19:59:00,2016-02-18 20:58:00,C1.2,POINT(951.94824 187.816716),"POLYGON((17.010973 134.880276,17.010973 134.880276,17.010973 134.880276,17.010973 134.880276,17.010973 134.880276))",POINT(0.999992380725609 281.160952093352),"POLYGON((0.140109 352.811862,0.140109 352.811862,0.140109 352.811862,0.140109 352.811862,0.140109 352.811862))",POINT(79.3204 11),"POLYGON((-7.6796 1,-7.6796 1,-7.6796 1,-7.6796 1,-7.6796 1))",UTC-HGS-TOPO,POINT(88 11),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-18 20:25:00,true,,2497,89.0,12.0,87.0,10.0,187.816716,951.94824,11,88,970.299216967695088,0
227,2016-02-18 21:08:00,2016-02-18 21:17:00,C1.8,POINT(-380.228844 159.102798),"POLYGON((17.010805 134.908104,17.010805 134.908104,17.010805 134.908104,17.010805 134.908104,17.010805 134.908104))",POINT(0.424791897431337 67.293635778791),"POLYGON((0.140139 352.813399,0.140139 352.813399,0.140139 352.813399,0.140139 352.813399,0.140139 352.813399))",POINT(-32.3106 3),"POLYGON((-8.3106 1,-8.3106 1,-8.3106 1,-8.3106 1,-8.3106 1))",UTC-HGS-TOPO,POINT(-23 3),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-18 21:13:00,true,,2501,-22.0,4.0,-24.0,2.0,159.102798,-380.228844,3,-23,412.174324941528994,0
229,2016-02-19 00:03:00,2016-02-19 00:53:00,C1.6,POINT(955.00902 171.297156),"POLYGON((17.010376 134.978298,17.010376 134.978298,17.010376 134.978298,17.010376 134.978298,17.010376 134.978298))",POINT(0.999976490012516 280.168842919693),"POLYGON((0.140214 352.817277,0.140214 352.817277,0.140214 352.817277,0.140214 352.817277,0.140214 352.817277))",POINT(77.08904 10),"POLYGON((-9.91096 1,-9.91096 1,-9.91096 1,-9.91096 1,-9.91096 1))",UTC-HGS-TOPO,POINT(88 10),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-19 00:19:00,true,,2497,89.0,11.0,87.0,9.0,171.297156,955.00902,10,88,970.249938899791232,0
231,2016-02-19 01:17:00,2016-02-19 02:10:00,C1.3,POINT(954.99882 171.29574),"POLYGON((17.010194 135.007812,17.010194 135.007812,17.010194 135.007812,17.010194 135.007812,17.010194 135.007812))",POINT(0.999976500306501 280.168866957185),"POLYGON((0.140246 352.818907,0.140246 352.818907,0.140246 352.818907,0.140246 352.818907,0.140246 352.818907))",POINT(76.41231 10),"POLYGON((-10.58769 1,-10.58769 1,-10.58769 1,-10.58769 1,-10.58769 1))",UTC-HGS-TOPO,POINT(88 10),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-19 01:40:00,true,,2497,89.0,11.0,87.0,9.0,171.29574,954.99882,10,88,970.239649129811596,0
232,2016-02-19 03:06:00,2016-02-19 03:52:00,C2.0,POINT(-847.00716 -459.997512),"POLYGON((17.009926 135.051108,17.009926 135.051108,17.009926 135.051108,17.009926 135.051108,17.009926 135.051108))",POINT(0.993412982408429 118.505754146745),"POLYGON((0.140292 352.821296,0.140292 352.821296,0.140292 352.821296,0.140292 352.821296,0.140292 352.821296))",POINT(-98.58449 -29),"POLYGON((-11.58449 1,-11.58449 1,-11.58449 1,-11.58449 1,-11.58449 1))",UTC-HGS-TOPO,POINT(-86 -29),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-19 03:20:00,true,,0,-85.0,-28.0,-87.0,-30.0,-459.997512,-847.00716,-29,-86,963.856234164336229,0
234,2016-02-19 04:33:00,2016-02-19 05:51:00,C2.1,POINT(960.28644 138.11301),"POLYGON((17.009712 135.085506,17.009712 135.085506,17.009712 135.085506,17.009712 135.085506,17.009712 135.085506))",POINT(0.999930439901073 278.184429077066),"POLYGON((0.140329 352.823195,0.140329 352.823195,0.140329 352.823195,0.140329 352.823195,0.140329 352.823195))",POINT(74.61989 8),"POLYGON((-12.38011 1,-12.38011 1,-12.38011 1,-12.38011 1,-12.38011 1))",UTC-HGS-TOPO,POINT(88 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-19 05:08:00,true,,2497,89.0,9.0,87.0,7.0,138.11301,960.28644,8,88,970.167640348375016,0
236,2016-02-19 08:49:00,2016-02-19 09:21:00,C1.4,POINT(960.25092 138.109746),"POLYGON((17.00908 135.185934,17.00908 135.185934,17.00908 135.185934,17.00908 135.185934,17.00908 135.185934))",POINT(0.999930630192578 278.184536912489),"POLYGON((0.140437 352.828735,0.140437 352.828735,0.140437 352.828735,0.140437 352.828735,0.140437 352.828735))",POINT(72.27877 8),"POLYGON((-14.72123 1,-14.72123 1,-14.72123 1,-14.72123 1,-14.72123 1))",UTC-HGS-TOPO,POINT(88 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-19 09:02:00,true,,2497,89.0,9.0,87.0,7.0,138.109746,960.25092,8,88,970.132017460010843,0
239,2016-02-19 22:49:00,2016-02-19 23:18:00,C2.7,POINT(-892.14156 -370.699944),"POLYGON((17.00699 135.507084,17.00699 135.507084,17.00699 135.507084,17.00699 135.507084,17.00699 135.507084))",POINT(0.995888777441984 112.563713014823),"POLYGON((0.140782 352.846424,0.140782 352.846424,0.140782 352.846424,0.140782 352.846424,0.140782 352.846424))",POINT(-110.40311 -23),"POLYGON((-22.40311 1,-22.40311 1,-22.40311 1,-22.40311 1,-22.40311 1))",UTC-HGS-TOPO,POINT(-87 -23),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-19 23:10:00,true,,0,-86.0,-22.0,-88.0,-24.0,-370.699944,-892.14156,-23,-87,966.092651644156149,0
241,2016-02-24 12:23:00,2016-02-24 12:32:00,C1.4,POINT(-791.6484 -32.0445768),"POLYGON((16.989718 137.575056,16.989718 137.575056,16.989718 137.575056,16.989718 137.575056,16.989718 137.575056))",POINT(0.81755781145619 92.3179699774797),"POLYGON((0.14304 352.95995,0.14304 352.95995,0.14304 352.95995,0.14304 352.95995,0.14304 352.95995))",POINT(-138.52657 -6),"POLYGON((-82.52657 1,-82.52657 1,-82.52657 1,-82.52657 1,-82.52657 1))",UTC-HGS-TOPO,POINT(-55 -6),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-24 12:29:00,true,,2506,-54.0,-5.0,-56.0,-7.0,-32.0445768,-791.6484,-6,-55,792.296689457207776,0
242,2016-02-27 05:44:00,2016-02-27 06:01:00,C3.3,POINT(-345.210024 -21.911358),"POLYGON((16.978674 138.430872,16.978674 138.430872,16.978674 138.430872,16.978674 138.430872,16.978674 138.430872))",POINT(0.357164174710906 93.6318367716414),"POLYGON((0.144008 353.007543,0.144008 353.007543,0.144008 353.007543,0.144008 353.007543,0.144008 353.007543))",POINT(-140.39012 -8),"POLYGON((-118.39012 1,-118.39012 1,-118.39012 1,-118.39012 1,-118.39012 1))",UTC-HGS-TOPO,POINT(-21 -8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-02-27 05:55:00,true,,2506,-20.0,-7.0,-22.0,-9.0,-21.911358,-345.210024,-8,-21,345.904709825530858,0
245,2016-03-04 08:28:00,2016-03-04 09:21:00,C1.1,POINT(880.81764 -103.1847),"POLYGON((16.952383 139.325202,16.952383 139.325202,16.952383 139.325202,16.952383 139.325202,16.952383 139.325202))",POINT(0.917121120668114 263.318453441713),"POLYGON((0.145145 353.062642,0.145145 353.062642,0.145145 353.062642,0.145145 353.062642,0.145145 353.062642))",POINT(-132.9275 -9),"POLYGON((161.0725 1,161.0725 1,161.0725 1,161.0725 1,161.0725 1))",UTC-HGS-TOPO,POINT(67 -9),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-04 09:00:00,true,,2506,68.0,-8.0,66.0,-10.0,-103.1847,880.81764,-9,67,886.84090864667462,0
246,2016-03-08 13:03:00,2016-03-08 13:08:00,C1.5,POINT(499.39764 121.587102),"POLYGON((16.93372 139.123764,16.93372 139.123764,16.93372 139.123764,16.93372 139.123764,16.93372 139.123764))",POINT(0.532118384829027 283.68343847034),"POLYGON((0.145095 353.060269,0.145095 353.060269,0.145095 353.060269,0.145095 353.060269,0.145095 353.060269))",POINT(135.85497 1),"POLYGON((105.85497 1,105.85497 1,105.85497 1,105.85497 1,105.85497 1))",UTC-HGS-TOPO,POINT(31 1),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-08 13:06:00,true,,0,32.0,2.0,30.0,0.0,121.587102,499.39764,1,31,513.985822966283763,0
248,2016-03-09 02:42:00,2016-03-09 03:11:00,C1.3,POINT(-961.9857 85.621242),"POLYGON((16.931171 139.045896,16.931171 139.045896,16.931171 139.045896,16.931171 139.045896,16.931171 139.045896))",POINT(1.00000985700938 84.9138091288543),"POLYGON((0.145036 353.057456,0.145036 353.057456,0.145036 353.057456,0.145036 353.057456,0.145036 353.057456))",POINT(8.360758 5),"POLYGON((98.360758 1,98.360758 1,98.360758 1,98.360758 1,98.360758 1))",UTC-HGS-TOPO,POINT(-89 5),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-09 02:57:00,true,,2519,-88.0,6.0,-90.0,4.0,85.621242,-961.9857,5,-89,965.788529692764769,0
250,2016-03-09 12:36:00,2016-03-09 13:06:00,C3.3,POINT(-957.9774 120.974028),"POLYGON((16.92932 138.981906,16.92932 138.981906,16.92932 138.981906,16.92932 138.981906,16.92932 138.981906))",POINT(0.99990849838893 82.8027469612547),"POLYGON((0.144986 353.055042,0.144986 353.055042,0.144986 353.055042,0.144986 353.055042,0.144986 353.055042))",POINT(3.925285 7),"POLYGON((92.925285 1,92.925285 1,92.925285 1,92.925285 1,92.925285 1))",UTC-HGS-TOPO,POINT(-88 7),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-09 12:50:00,true,,2519,-87.0,8.0,-89.0,6.0,120.974028,-957.9774,7,-88,965.585529283296978,0
252,2016-03-12 06:15:00,2016-03-12 06:23:00,C1.1,POINT(660.10392 269.025276),"POLYGON((16.917008 138.398514,16.917008 138.398514,16.917008 138.398514,16.917008 138.398514,16.917008 138.398514))",POINT(0.738692651446119 292.173346708352),"POLYGON((0.144489 353.031077,0.144489 353.031077,0.144489 353.031077,0.144489 353.031077,0.144489 353.031077))",POINT(99.878476 11),"POLYGON((56.878476 1,56.878476 1,56.878476 1,56.878476 1,56.878476 1))",UTC-HGS-TOPO,POINT(44 11),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-12 06:19:00,true,,2513,45.0,12.0,43.0,10.0,269.025276,660.10392,11,44,712.819601530599471,0
254,2016-03-15 09:23:00,2016-03-15 09:34:00,C1.2,POINT(187.905174 454.339338),"POLYGON((16.902812 137.394432,16.902812 137.394432,16.902812 137.394432,16.902812 137.394432,16.902812 137.394432))",POINT(0.509935088600407 337.531044014807),"POLYGON((0.143575 352.986485,0.143575 352.986485,0.143575 352.986485,0.143575 352.986485,0.143575 352.986485))",POINT(26.619054 21),"POLYGON((15.619054 1,15.619054 1,15.619054 1,15.619054 1,15.619054 1))",UTC-HGS-TOPO,POINT(12 21),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-15 09:29:00,true,,2521,13.0,22.0,11.0,20.0,454.339338,187.905174,21,12,491.663084306975918,0
256,2016-03-16 06:34:00,2016-03-16 06:57:00,C2.2,POINT(942.33576 202.95852),"POLYGON((16.898779 137.04708,16.898779 137.04708,16.898779 137.04708,16.898779 137.04708,16.898779 137.04708))",POINT(1.00000586167284 282.15458694443),"POLYGON((0.143251 352.970548,0.143251 352.970548,0.143251 352.970548,0.143251 352.970548,0.143251 352.970548))",POINT(90.9851203 12),"POLYGON((3.98512 1,3.98512 1,3.98512 1,3.98512 1,3.98512 1))",UTC-HGS-TOPO,POINT(88 12),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-16 06:45:00,true,,2522,89.0,13.0,87.0,11.0,202.95852,942.33576,12,88,963.944420293705434,0
259,2016-03-20 00:40:00,2016-03-20 01:05:00,C1.2,POINT(873.0237 369.451644),"POLYGON((16.881394 135.257976,16.881394 135.257976,16.881394 135.257976,16.881394 135.257976,16.881394 135.257976))",POINT(0.984452770693438 292.937414223577),"POLYGON((0.141552 352.885767,0.141552 352.885767,0.141552 352.885767,0.141552 352.885767,0.141552 352.885767))",POINT(29.49624 21),"POLYGON((-45.50376 1,-45.50376 1,-45.50376 1,-45.50376 1,-45.50376 1))",UTC-HGS-TOPO,POINT(76 21),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-20 00:49:00,true,,2521,77.0,22.0,75.0,20.0,369.451644,873.0237,21,76,947.979376366381075,0
260,2016-03-20 01:22:00,2016-03-20 01:38:00,C3.7,POINT(884.20866 338.424948),"POLYGON((16.881257 135.242112,16.881257 135.242112,16.881257 135.242112,16.881257 135.242112,16.881257 135.242112))",POINT(0.983195465791749 290.944012836288),"POLYGON((0.141537 352.884998,0.141537 352.884998,0.141537 352.884998,0.141537 352.884998,0.141537 352.884998))",POINT(29.11171 19),"POLYGON((-45.88829 1,-45.88829 1,-45.88829 1,-45.88829 1,-45.88829 1))",UTC-HGS-TOPO,POINT(76 19),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-20 01:33:00,true,,2521,77.0,20.0,75.0,18.0,338.424948,884.20866,19,76,946.761004608765234,0
262,2016-03-23 02:36:00,2016-03-23 04:45:00,C1.1,POINT(47.5144164 437.488926),"POLYGON((16.866778 133.418598,16.866778 133.418598,16.866778 133.418598,16.866778 133.418598,16.866778 133.418598))",POINT(0.457387598360902 353.801564902489),"POLYGON((0.139775 352.79489,0.139775 352.79489,0.139775 352.79489,0.139775 352.79489,0.139775 352.79489))",POINT(-84.12012 20),"POLYGON((-86.12012 1,-86.12012 1,-86.12012 1,-86.12012 1,-86.12012 1))",UTC-HGS-TOPO,POINT(3 20),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-23 03:51:00,true,,2524,4.0,21.0,2.0,19.0,437.488926,47.5144164,20,3,440.06156403220001,0
263,2016-03-23 02:59:00,2016-03-23 04:45:00,C1.1,POINT(63.329454 437.359326),"POLYGON((16.866701 133.408206,16.866701 133.408206,16.866701 133.408206,16.866701 133.408206,16.866701 133.408206))",POINT(0.459321889591225 351.760858913225),"POLYGON((0.139765 352.794367,0.139765 352.794367,0.139765 352.794367,0.139765 352.794367,0.139765 352.794367))",POINT(-83.33073 20),"POLYGON((-86.33073 1,-86.33073 1,-86.33073 1,-86.33073 1,-86.33073 1))",UTC-HGS-TOPO,POINT(4 20),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-23 03:54:00,true,,2524,5.0,21.0,3.0,19.0,437.359326,63.329454,20,4,441.920580854877585,0
266,2016-03-28 02:18:00,2016-03-28 02:32:00,C2.1,POINT(896.91654 289.431162),"POLYGON((16.842438 129.751356,16.842438 129.751356,16.842438 129.751356,16.842438 129.751356,16.842438 129.751356))",POINT(0.98097702797561 287.884670203396),"POLYGON((0.136187 352.604048,0.136187 352.604048,0.136187 352.604048,0.136187 352.604048,0.136187 352.604048))",POINT(-76.89367 16),"POLYGON((-151.89367 1,-151.89367 1,-151.89367 1,-151.89367 1,-151.89367 1))",UTC-HGS-TOPO,POINT(76 16),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-03-28 02:28:00,true,,2524,77.0,17.0,75.0,15.0,289.431162,896.91654,16,76,942.459376982499862,0
268,2016-04-06 09:57:00,2016-04-06 10:30:00,C1.1,POINT(956.76006 -48.0500292),"POLYGON((16.79641 120.744756,16.79641 120.744756,16.79641 120.744756,16.79641 120.744756,16.79641 120.744756))",POINT(0.999842581835347 267.124929343964),"POLYGON((0.127236 352.080592,0.127236 352.080592,0.127236 352.080592,0.127236 352.080592,0.127236 352.080592))",POINT(173.162355 -3),"POLYGON((85.162355 1,85.162355 1,85.162355 1,85.162355 1,85.162355 1))",UTC-HGS-TOPO,POINT(89 -3),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-04-06 10:00:00,true,,2526,90.0,-2.0,88.0,-4.0,-48.0500292,956.76006,-3,89,957.965875027563129,0
270,2016-04-06 16:39:00,2016-04-06 17:13:00,C1.4,POINT(-948.22356 136.138914),"POLYGON((16.795056 120.434142,16.795056 120.434142,16.795056 120.434142,16.795056 120.434142,16.795056 120.434142))",POINT(0.999902862445923 81.8297293218248),"POLYGON((0.126925 352.061059,0.126925 352.061059,0.126925 352.061059,0.126925 352.061059,0.126925 352.061059))",POINT(-7.52180799999999 8),"POLYGON((81.478192 1,81.478192 1,81.478192 1,81.478192 1,81.478192 1))",UTC-HGS-TOPO,POINT(-88 8),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-04-06 16:51:00,true,,0,-87.0,9.0,-89.0,7.0,136.138914,-948.22356,8,-88,957.946618368775717,0
271,2016-04-07 01:10:00,2016-04-07 01:26:00,C1.4,POINT(-945.64866 152.548242),"POLYGON((16.793339 120.036042,16.793339 120.036042,16.793339 120.036042,16.793339 120.036042,16.793339 120.036042))",POINT(0.999928911988709 80.8362200725928),"POLYGON((0.126527 352.03587,0.126527 352.03587,0.126527 352.03587,0.126527 352.03587,0.126527 352.03587))",POINT(-12.205002 9),"POLYGON((76.794998 1,76.794998 1,76.794998 1,76.794998 1,76.794998 1))",UTC-HGS-TOPO,POINT(-88 9),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-04-07 01:17:00,true,,0,-87.0,10.0,-89.0,8.0,152.548242,-945.64866,9,-88,957.873871810420724,0
273,2016-04-07 05:50:00,2016-04-07 05:55:00,C1.4,POINT(-941.28816 159.648384),"POLYGON((16.7924 119.816358,16.7924 119.816358,16.7924 119.816358,16.7924 119.816358,16.7924 119.816358))",POINT(0.996703494979156 80.3738809290638),"POLYGON((0.126306 352.021896,0.126306 352.021896,0.126306 352.021896,0.126306 352.021896,0.126306 352.021896))",POINT(-10.771179 9),"POLYGON((74.228821 1,74.228821 1,74.228821 1,74.228821 1,74.228821 1))",UTC-HGS-TOPO,POINT(-84 9),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-04-07 05:53:00,true,,0,-83.0,10.0,-85.0,8.0,159.648384,-941.28816,9,-84,954.730855618481201,0
275,2016-04-07 11:06:00,2016-04-07 11:21:00,C1.9,POINT(-945.53676 152.522208),"POLYGON((16.791342 119.567112,16.791342 119.567112,16.791342 119.567112,16.791342 119.567112,16.791342 119.567112))",POINT(0.999927903474684 80.8366915271451),"POLYGON((0.126056 352.005977,0.126056 352.005977,0.126056 352.005977,0.126056 352.005977,0.126056 352.005977))",POINT(-17.667329 9),"POLYGON((71.332671 1,71.332671 1,71.332671 1,71.332671 1,71.332671 1))",UTC-HGS-TOPO,POINT(-88 9),"POLYGON((1 1,1 1,1 1,1 1,1 1))",2016-04-07 11:13:00,true,,0,-87.0,10.0,-89.0,8.0,152.522208,-945.53676,9,-88,957.759253906999788,0
